post_id,user_id,post_date,content_type,likes,shares,comments
5042,6829,2024-11-08,text,20,3,10
5043,1211,2023-10-24,video,21,5,9
5044,6642,2025-03-19,image,23,5,5
5045,600,2025-05-07,text,25,4,17
5046,5481,2023-07-09,image,24,8,12
5047,1847,2024-07-29,video,13,11,7
5048,6593,2023-10-31,image,15,8,14
5049,7862,2025-04-22,image,16,5,11
5050,1888,2024-01-06,image,11,4,9
5051,680,2024-01-20,video,22,3,13
5052,3253,2025-06-08,text,21,3,15
5053,1836,2023-09-18,video,21,7,8
5054,2178,2025-03-27,video,30,5,5
5055,8143,2025-02-20,text,23,4,9
5056,149,2024-05-14,video,23,5,11
5057,1496,2023-07-12,image,23,6,4
5058,1745,2024-10-10,text,18,4,9
5059,1647,2024-12-18,video,21,4,12
5060,2996,2024-10-24,image,16,6,7
5061,6644,2023-07-24,video,19,4,10
5062,9865,2024-09-25,image,20,3,11
5063,7379,2024-06-29,image,11,4,12
5064,8850,2024-03-30,image,24,3,9
5065,3668,2024-07-18,image,13,5,11
5066,9246,2025-01-02,image,19,3,12
5067,577,2024-08-12,video,18,8,16
5068,4780,2024-08-23,image,19,2,9
5069,8188,2025-03-22,video,18,1,15
5070,2973,2025-03-14,text,22,5,10
5071,7757,2024-04-04,video,12,1,9
5072,3949,2023-10-01,video,15,2,8
5073,6545,2025-05-23,image,15,5,13
5074,2046,2024-05-11,video,17,1,9
5075,1628,2024-05-09,text,15,4,14
5076,1489,2023-09-08,image,12,2,10
5077,9128,2024-09-13,image,24,4,5
5078,3564,2023-07-19,video,17,7,16
5079,9907,2024-07-26,video,21,3,6
5080,1803,2025-05-18,text,15,6,12
5081,9613,2024-05-07,video,13,4,4
5082,3592,2024-01-23,text,15,7,10
5083,3521,2024-03-03,image,31,6,11
5084,5897,2024-01-27,image,23,1,6
5085,7644,2025-05-30,video,17,2,12
5086,7042,2024-10-12,image,17,6,5
5087,3312,2023-08-11,image,27,5,8
5088,2306,2024-02-08,image,16,5,7
5089,7876,2023-12-25,video,27,4,9
5090,1968,2025-03-05,text,22,3,10
5091,8010,2024-10-05,image,21,2,9
5092,5463,2024-02-14,text,22,6,11
5093,6898,2025-02-02,image,27,4,13
5094,3459,2024-12-07,text,28,7,9
5095,8586,2025-01-03,text,21,6,11
5096,4779,2025-05-27,text,31,6,11
5097,3731,2025-05-23,image,20,4,6
5098,4366,2024-05-09,image,18,5,9
5099,7548,2025-01-12,video,18,3,10
5100,28,2023-09-01,image,20,0,12
5101,3492,2024-06-06,text,20,5,10
5102,6424,2024-11-18,text,16,11,11
5103,5302,2023-10-22,text,21,5,9
5104,6161,2023-10-10,image,15,7,16
5105,1174,2024-12-21,image,20,4,12
5106,339,2023-11-13,image,25,2,11
5107,9261,2024-07-01,image,18,4,9
5108,842,2024-12-21,image,16,4,9
5109,294,2025-04-17,image,19,2,6
5110,9515,2025-05-19,image,18,5,10
5111,6559,2024-06-13,image,17,4,8
5112,1648,2023-10-15,text,24,1,7
5113,4899,2024-06-04,video,23,4,15
5114,4527,2023-09-24,video,16,1,6
5115,5615,2023-07-19,video,22,5,12
5116,3802,2024-03-25,image,18,4,14
5117,8281,2024-01-29,text,19,3,12
5118,7377,2025-03-02,image,12,3,12
5119,900,2024-11-19,video,10,3,11
5120,3478,2025-03-10,image,17,5,5
5121,1745,2025-04-30,text,20,7,16
5122,6097,2023-08-03,text,15,4,9
5123,2254,2023-11-13,image,24,5,7
5124,1634,2025-01-17,text,24,4,10
5125,7002,2024-04-26,video,16,5,10
5126,7021,2023-07-20,video,31,2,8
5127,9054,2025-02-03,image,24,5,12
5128,8150,2025-04-24,image,18,10,7
5129,4702,2023-11-21,text,23,4,8
5130,6736,2024-08-14,image,21,3,12
5131,1014,2024-11-20,text,18,4,13
5132,3300,2024-02-24,image,22,5,13
5133,1507,2025-04-26,image,20,6,11
5134,4804,2025-03-13,video,24,5,8
5135,978,2024-05-20,image,20,4,9
5136,1818,2024-04-06,text,17,6,7
5137,4902,2025-01-15,image,20,2,16
5138,9141,2024-03-18,image,27,5,6
5139,6799,2024-10-01,video,18,8,9
5140,474,2023-10-23,video,26,6,5
5141,568,2025-06-05,text,19,3,15
5142,7967,2023-09-13,image,18,5,12
5143,2259,2025-01-04,image,19,4,9
5144,8121,2024-08-19,video,15,3,10
5145,4311,2024-10-03,image,16,8,11
5146,1983,2024-03-07,image,27,4,8
5147,1097,2024-04-27,text,21,4,9
5148,6611,2024-08-28,image,23,1,17
5149,3571,2024-08-01,image,21,4,9
5150,6498,2025-03-23,image,16,10,9
5151,3647,2024-05-11,video,24,2,6
5152,2420,2025-06-05,image,15,5,9
5153,4280,2024-01-15,image,19,9,9
5154,674,2025-05-13,image,24,0,5
5155,2803,2024-11-01,text,16,6,6
5156,7313,2024-09-24,image,20,3,15
5157,2370,2025-06-01,image,22,8,8
5158,4531,2023-12-20,image,16,7,13
5159,1067,2025-04-25,image,22,4,9
5160,5433,2023-12-01,image,21,4,11
5161,8074,2024-12-05,video,25,4,11
5162,688,2024-10-01,video,19,9,7
5163,69,2024-06-18,video,16,5,14
5164,6775,2024-02-03,image,22,5,8
5165,420,2024-04-03,image,22,5,14
5166,6892,2023-11-29,image,18,5,10
5167,5594,2025-05-16,image,24,6,15
5168,6105,2024-10-18,image,25,8,8
5169,3893,2023-08-23,video,19,4,11
5170,440,2024-08-21,image,25,6,6
5171,9479,2023-08-07,image,19,4,10
5172,1209,2023-11-18,video,15,3,14
5173,9271,2024-01-02,image,24,6,13
5174,2564,2024-08-28,text,27,5,9
5175,7467,2024-02-18,text,21,6,9
5176,1254,2024-09-09,image,19,6,10
5177,3210,2024-06-11,text,16,6,15
5178,3550,2024-05-18,image,23,4,10
5179,615,2023-09-08,text,21,9,10
5180,3079,2025-03-05,text,13,6,14
5181,3491,2024-11-12,text,20,9,13
5182,3544,2024-02-25,image,14,5,4
5183,8103,2024-02-25,video,16,6,11
5184,1901,2024-01-19,video,22,5,15
5185,5681,2023-12-25,image,22,11,10
5186,6752,2025-01-23,text,16,8,11
5187,5863,2025-01-11,text,22,6,14
5188,1713,2025-04-23,text,17,3,10
5189,2330,2023-12-26,video,26,3,12
5190,1195,2024-12-06,image,19,5,9
5191,6782,2024-12-10,video,26,6,8
5192,8163,2025-02-20,video,16,3,9
5193,4907,2024-06-11,image,27,2,10
5194,1379,2025-06-06,image,22,8,14
5195,9505,2024-01-01,image,24,11,11
5196,750,2024-04-23,image,16,5,12
5197,5293,2025-02-22,image,20,5,8
5198,301,2024-11-16,video,23,3,13
5199,4696,2024-11-17,image,16,2,8
5200,4625,2023-08-02,image,15,8,8
5201,3838,2024-10-28,image,18,5,11
5202,278,2025-04-21,video,17,2,13
5203,3918,2023-08-22,text,21,6,11
5204,7308,2024-08-05,image,27,8,10
5205,2162,2024-03-16,image,25,4,11
5206,1390,2024-06-09,text,35,6,11
5207,8883,2024-03-24,image,28,6,16
5208,4733,2023-12-24,image,26,4,9
5209,3469,2025-02-28,video,27,4,10
5210,6142,2025-01-28,image,19,4,9
5211,5970,2024-07-02,image,14,4,13
5212,3817,2024-10-15,text,20,5,12
5213,9132,2024-02-27,image,19,3,12
5214,5038,2024-06-12,image,12,1,9
5215,5995,2024-05-04,image,19,6,8
5216,9939,2025-02-09,image,15,5,17
5217,2452,2023-12-19,image,16,3,9
5218,25,2023-09-24,image,14,9,12
5219,5963,2024-08-18,text,17,10,7
5220,2557,2025-01-10,video,19,11,7
5221,7633,2023-12-21,image,15,4,10
5222,61,2024-11-23,image,23,3,13
5223,7676,2024-01-19,image,26,5,13
5224,123,2023-11-21,image,19,6,6
5225,5617,2025-01-06,image,18,3,16
5226,1187,2024-09-21,video,23,3,12
5227,5159,2023-07-17,video,16,5,10
5228,7865,2023-07-15,text,24,4,6
5229,9923,2023-11-05,video,24,6,7
5230,4090,2024-02-11,image,20,7,9
5231,2473,2025-06-28,video,20,8,9
5232,7451,2024-10-08,image,11,6,10
5233,2965,2023-11-10,image,25,3,9
5234,8105,2024-11-14,video,13,2,12
5235,1311,2024-07-17,image,18,3,12
5236,8347,2024-08-25,video,22,7,9
5237,2213,2025-07-01,text,22,0,10
5238,9455,2025-03-14,text,14,7,10
5239,6793,2024-03-26,image,20,2,7
5240,9555,2023-11-03,video,20,3,8
5241,9130,2025-04-22,text,20,11,13
5242,8704,2023-12-09,video,20,6,10
5243,8379,2024-02-19,video,21,5,9
5244,1846,2024-05-10,text,24,5,11
5245,7661,2025-01-17,image,17,3,6
5246,1703,2024-11-27,image,17,2,6
5247,391,2023-09-03,video,24,4,8
5248,655,2024-03-07,video,18,9,9
5249,5836,2023-08-27,image,16,6,10
5250,4272,2025-03-09,image,25,5,12
5251,8956,2025-06-01,image,22,2,11
5252,3401,2023-11-06,video,18,5,12
5253,5320,2023-09-29,image,20,8,3
5254,6733,2025-02-10,image,30,5,9
5255,6675,2025-03-28,image,18,2,14
5256,1086,2024-05-31,image,22,4,7
5257,5447,2024-07-21,image,25,3,13
5258,4377,2024-05-13,image,11,5,14
5259,1964,2025-01-26,video,15,9,7
5260,9978,2023-07-08,video,24,6,11
5261,5178,2025-04-02,image,17,3,8
5262,4573,2024-08-14,image,16,4,10
5263,7544,2025-06-27,text,18,4,10
5264,8908,2024-10-19,image,15,6,8
5265,243,2024-05-17,text,23,3,8
5266,6511,2023-08-08,image,23,5,13
5267,3916,2023-09-11,image,12,6,8
5268,9716,2023-07-20,image,25,1,9
5269,838,2024-04-23,image,18,7,13
5270,3324,2025-05-27,image,19,9,13
5271,2954,2024-05-31,image,17,4,10
5272,9538,2025-05-13,text,30,3,8
5273,1433,2024-03-07,image,22,6,9
5274,6855,2024-07-31,text,20,3,11
5275,7656,2025-05-22,image,12,5,5
5276,8432,2024-10-29,text,20,9,15
5277,8331,2024-06-15,text,27,6,13
5278,8612,2024-07-28,image,19,7,13
5279,304,2024-12-12,video,16,5,12
5280,2163,2023-11-06,image,27,5,13
5281,6487,2025-01-03,image,26,5,17
5282,4103,2024-03-02,video,22,0,9
5283,6875,2023-10-13,video,24,2,4
5284,1169,2025-01-25,video,25,5,15
5285,416,2024-04-17,image,17,5,4
5286,5244,2025-04-23,image,19,13,14
5287,150,2024-05-27,image,19,7,5
5288,6525,2024-04-10,image,14,6,11
5289,5900,2024-09-06,image,25,4,6
5290,839,2023-10-14,image,22,2,11
5291,6145,2025-02-10,video,12,8,10
5292,9889,2024-09-24,image,13,2,12
5293,9614,2023-12-21,image,25,3,4
5294,7467,2024-09-09,image,18,4,9
5295,1321,2025-03-31,video,22,5,9
5296,1524,2024-03-17,image,20,5,9
5297,5235,2024-01-15,image,16,3,8
5298,6145,2024-12-31,image,11,6,7
5299,553,2024-11-12,image,24,3,9
5300,3757,2025-06-15,video,18,5,13
5301,3672,2023-08-06,image,21,6,10
5302,482,2024-11-03,image,20,8,15
5303,600,2024-11-27,video,15,7,8
5304,7678,2024-02-23,video,23,6,12
5305,9357,2025-01-15,image,19,4,10
5306,9196,2024-02-18,image,27,4,22
5307,1983,2024-11-02,image,25,2,8
5308,1635,2024-03-22,image,26,6,9
5309,7831,2023-07-18,image,17,5,8
5310,2998,2024-12-21,text,23,2,0
5311,687,2024-01-01,image,28,6,6
5312,5530,2025-05-19,video,17,4,9
5313,1760,2024-09-23,text,22,11,8
5314,7024,2024-09-04,image,20,5,13
5315,6209,2024-05-10,text,17,5,7
5316,7235,2023-12-02,text,22,4,13
5317,2481,2024-08-17,video,20,1,12
5318,9530,2025-05-21,image,19,4,12
5319,7477,2025-06-07,text,23,3,18
5320,7771,2023-12-06,video,26,8,10
5321,115,2025-02-03,video,16,5,16
5322,569,2024-01-18,text,30,4,10
5323,9746,2024-04-22,video,15,6,14
5324,7952,2024-05-02,video,16,8,9
5325,2690,2024-10-15,image,19,9,10
5326,4591,2025-02-10,video,35,5,12
5327,3341,2023-07-22,text,26,2,8
5328,2989,2024-08-14,video,14,1,3
5329,3152,2023-10-06,text,20,10,3
5330,3016,2024-01-20,image,20,7,2
5331,9014,2024-02-18,image,17,2,8
5332,6346,2024-10-18,image,20,3,11
5333,3575,2024-08-20,image,19,5,10
5334,7839,2024-05-03,image,23,7,6
5335,1609,2023-08-07,image,24,6,14
5336,560,2023-10-19,video,26,3,13
5337,6622,2024-10-16,text,16,7,9
5338,7127,2025-01-07,image,12,5,15
5339,5566,2024-05-14,image,18,1,9
5340,4436,2025-03-12,text,24,2,8
5341,5651,2024-03-17,text,25,5,10
5342,8804,2023-12-26,text,16,6,6
5343,1882,2023-11-24,image,15,2,9
5344,4170,2024-12-19,video,22,7,14
5345,3864,2024-09-08,image,20,3,11
5346,7437,2025-01-06,video,16,6,6
5347,3709,2025-05-28,image,20,4,6
5348,1710,2023-12-25,video,21,3,10
5349,7861,2025-05-07,image,20,6,9
5350,9954,2023-09-02,text,18,8,13
5351,1693,2024-03-28,image,23,4,7
5352,9438,2024-11-30,image,19,6,13
5353,126,2025-06-30,text,17,5,11
5354,1200,2023-12-08,video,20,4,13
5355,6093,2023-07-22,image,18,4,11
5356,2712,2024-07-11,image,20,2,14
5357,9183,2023-07-17,image,26,1,12
5358,9714,2024-07-01,image,22,7,12
5359,6229,2025-05-27,image,13,5,10
5360,5996,2024-10-13,text,23,2,9
5361,8183,2025-03-15,video,24,4,10
5362,5503,2023-09-24,text,23,10,12
5363,5761,2024-10-26,image,21,6,13
5364,5583,2023-08-06,image,23,5,12
5365,2499,2025-03-14,text,19,5,7
5366,2566,2024-02-16,image,16,7,4
5367,6990,2025-01-02,image,17,3,8
5368,4791,2024-08-17,image,10,7,11
5369,5025,2024-12-26,image,19,9,11
5370,8308,2024-07-24,image,16,4,11
5371,1032,2024-08-09,video,15,1,9
5372,1242,2024-05-29,image,29,9,14
5373,1743,2023-07-22,image,11,1,12
5374,5710,2023-09-01,text,19,5,8
5375,6000,2024-04-08,image,20,2,8
5376,4091,2023-08-22,text,21,8,11
5377,8161,2024-08-08,video,20,2,11
5378,6884,2025-01-07,image,23,3,16
5379,5130,2025-02-18,video,22,4,6
5380,4404,2024-11-10,video,22,3,9
5381,6578,2025-03-18,video,18,5,11
5382,4898,2023-12-27,image,18,8,10
5383,164,2025-06-12,image,20,3,13
5384,3311,2024-01-06,video,14,3,11
5385,3389,2025-06-26,video,27,6,7
5386,996,2024-02-05,text,10,6,13
5387,6162,2025-03-24,image,25,2,13
5388,1878,2024-03-08,image,18,6,9
5389,8104,2023-08-28,text,22,2,15
5390,3265,2023-11-21,image,13,7,13
5391,1349,2024-10-17,image,19,5,11
5392,9996,2024-08-17,text,23,1,13
5393,2252,2023-10-28,image,15,5,5
5394,7291,2024-10-15,image,23,7,12
5395,9786,2024-11-17,image,19,7,10
5396,8019,2025-02-01,image,15,4,13
5397,6591,2024-01-16,image,15,7,7
5398,7659,2024-03-30,image,14,7,10
5399,433,2024-02-02,image,19,5,8
5400,5744,2025-02-09,image,16,6,8
5401,5248,2023-09-10,text,30,6,14
5402,7716,2024-08-02,text,19,2,12
5403,3818,2023-12-14,text,18,5,5
5404,1071,2023-12-06,video,19,7,11
5405,4601,2025-02-28,video,10,8,8
5406,8307,2024-07-24,image,21,3,16
5407,9632,2024-09-12,image,22,11,6
5408,9983,2024-08-12,image,20,8,7
5409,995,2023-09-26,text,13,4,8
5410,4319,2024-02-26,video,26,8,14
5411,4732,2024-11-21,text,18,5,9
5412,6069,2024-07-20,image,11,6,6
5413,7671,2025-02-08,video,18,5,11
5414,4768,2025-06-07,video,19,4,8
5415,958,2025-01-05,image,30,6,5
5416,8288,2024-02-28,video,22,3,8
5417,2155,2023-10-25,image,26,4,7
5418,632,2025-05-21,image,20,5,5
5419,9894,2024-04-01,video,19,8,10
5420,6046,2023-07-23,image,15,6,12
5421,698,2024-06-24,text,21,8,12
5422,32,2025-03-19,image,27,2,9
5423,6210,2025-06-14,image,18,8,7
5424,4875,2024-02-29,image,29,4,5
5425,5563,2023-12-24,text,21,4,13
5426,8741,2024-08-16,text,20,2,14
5427,2249,2025-04-20,image,18,4,11
5428,6193,2023-10-16,text,26,8,8
5429,9896,2023-08-09,image,25,3,9
5430,6407,2025-04-02,image,26,4,12
5431,1157,2023-12-07,text,6,4,15
5432,8536,2024-10-09,text,13,5,12
5433,5296,2024-04-06,image,26,5,9
5434,6155,2025-04-06,image,18,3,11
5435,2249,2024-12-08,text,21,4,12
5436,9137,2023-08-20,image,21,1,15
5437,3286,2024-11-21,text,23,5,15
5438,9523,2025-01-07,video,18,5,10
5439,2004,2025-03-19,video,19,5,15
5440,3616,2023-08-17,video,19,5,13
5441,9980,2024-06-13,video,21,4,7
5442,3673,2024-08-02,image,8,7,6
5443,7459,2024-06-01,image,23,4,13
5444,2156,2024-06-16,video,28,4,11
5445,3480,2024-06-15,image,21,5,9
5446,52,2025-05-08,video,20,8,13
5447,2160,2024-03-19,image,18,4,11
5448,4391,2024-03-20,image,17,2,8
5449,3652,2023-07-05,image,25,5,19
5450,7357,2023-07-31,image,13,5,10
5451,2113,2025-02-27,text,19,2,10
5452,5766,2024-03-10,video,23,6,7
5453,1355,2023-11-29,image,23,8,13
5454,5621,2025-02-06,video,22,3,5
5455,3755,2024-03-08,video,25,3,10
5456,210,2024-07-15,text,32,5,12
5457,6233,2025-03-13,video,18,2,15
5458,7847,2025-06-09,image,22,5,5
5459,6172,2025-04-25,image,27,2,5
5460,238,2024-11-10,image,27,5,3
5461,8528,2024-11-07,image,19,6,6
5462,8076,2025-05-28,image,26,4,10
5463,1577,2025-03-31,image,24,5,10
5464,8692,2024-04-28,image,22,8,15
5465,9757,2025-01-08,image,18,4,9
5466,8983,2023-08-20,text,21,5,10
5467,3541,2024-11-22,image,18,6,12
5468,9328,2023-12-22,image,14,7,12
5469,7258,2024-05-04,image,17,8,13
5470,150,2025-05-01,image,22,4,11
5471,1625,2024-06-20,text,17,6,14
5472,7662,2023-12-14,image,24,8,12
5473,2575,2023-12-20,video,25,3,12
5474,4429,2024-05-02,video,22,6,13
5475,7530,2023-08-26,video,21,6,10
5476,4270,2024-01-30,image,20,4,15
5477,7770,2023-11-22,video,26,3,7
5478,2109,2024-01-17,video,19,6,7
5479,3948,2024-07-05,text,17,5,7
5480,7900,2024-02-08,video,18,1,13
5481,4915,2023-09-08,image,17,3,13
5482,6668,2024-04-06,image,20,7,10
5483,2264,2025-02-17,video,15,8,11
5484,9805,2025-04-08,video,17,6,10
5485,3816,2023-09-15,image,32,5,10
5486,578,2025-04-10,image,25,6,13
5487,423,2024-06-06,text,21,5,7
5488,2764,2025-01-25,video,18,2,10
5489,1230,2023-12-25,image,29,1,10
5490,3177,2023-10-29,image,20,7,16
5491,8946,2024-10-25,text,22,6,14
5492,688,2024-03-06,video,20,6,9
5493,723,2024-06-08,image,24,8,8
5494,747,2024-05-22,image,22,7,11
5495,4338,2025-01-05,image,25,9,12
5496,2713,2023-08-24,image,17,1,11
5497,708,2024-11-14,video,18,6,7
5498,8627,2024-02-03,video,19,3,14
5499,484,2024-08-02,video,16,5,8
5500,1534,2025-05-19,video,17,8,14
5501,170,2025-02-21,video,25,4,6
5502,1021,2025-03-13,image,20,2,6
5503,7094,2025-03-13,image,14,3,9
5504,6467,2024-12-22,image,24,4,9
5505,848,2023-11-03,text,16,9,7
5506,8888,2024-12-29,image,31,2,10
5507,3347,2024-01-26,image,24,6,10
5508,4014,2024-11-22,image,19,5,11
5509,8079,2024-01-09,text,18,5,6
5510,32,2024-05-23,video,31,3,5
5511,8369,2024-02-24,video,17,4,13
5512,7878,2024-08-31,image,20,4,9
5513,6171,2024-03-26,image,28,8,9
5514,7831,2023-09-01,image,23,4,5
5515,9695,2024-06-13,text,21,4,10
5516,2316,2024-08-17,image,19,3,7
5517,66,2023-11-07,text,21,5,13
5518,1929,2024-12-26,video,20,6,12
5519,5012,2024-06-18,video,18,5,8
5520,7534,2024-12-15,image,12,6,5
5521,6226,2024-04-10,text,14,10,10
5522,5448,2025-02-02,image,19,5,7
5523,585,2024-07-23,video,14,5,11
5524,6471,2024-07-07,image,28,8,19
5525,6686,2023-12-09,image,12,7,15
5526,5245,2023-08-20,text,24,4,11
5527,8155,2025-02-16,image,25,5,5
5528,7952,2024-04-30,video,21,4,15
5529,1749,2023-08-27,video,22,3,18
5530,7671,2024-01-23,text,16,8,7
5531,2205,2025-05-11,image,21,2,14
5532,1893,2025-06-12,video,21,3,10
5533,7019,2024-05-03,text,21,3,9
5534,3094,2023-07-27,video,18,10,12
5535,974,2023-09-05,text,17,5,4
5536,4025,2024-07-21,video,15,4,5
5537,9635,2024-12-06,video,19,5,11
5538,6616,2024-01-18,image,25,8,9
5539,4330,2025-02-18,image,21,7,6
5540,6716,2023-09-09,image,24,8,5
5541,1478,2024-10-09,image,15,3,12
5542,5690,2024-04-23,image,20,1,5
5543,8963,2024-02-28,image,15,6,12
5544,7330,2023-07-24,image,22,8,12
5545,6445,2025-06-01,video,25,4,14
5546,8498,2025-01-18,image,13,2,6
5547,2,2023-08-20,video,21,4,9
5548,8463,2023-08-21,text,23,6,10
5549,6844,2025-04-05,video,24,3,12
5550,9056,2025-01-20,image,30,5,7
5551,5973,2024-10-03,image,23,5,8
5552,7904,2023-11-02,image,14,8,18
5553,5106,2024-03-15,image,16,6,10
5554,7703,2024-05-20,video,13,5,12
5555,2915,2024-12-11,video,25,9,10
5556,5157,2024-08-04,image,11,3,10
5557,8299,2025-03-09,image,25,5,6
5558,3169,2023-12-09,image,14,5,13
5559,2600,2025-06-06,text,27,3,16
5560,5717,2025-04-24,text,22,0,10
5561,2236,2024-12-11,video,21,9,12
5562,2800,2024-03-17,video,24,3,15
5563,7014,2025-06-24,image,14,3,10
5564,9704,2024-10-13,video,18,1,12
5565,5474,2024-11-24,image,19,4,9
5566,19,2025-06-19,video,28,7,6
5567,859,2024-05-31,image,14,6,8
5568,9609,2025-04-08,image,24,6,13
5569,5381,2023-10-11,text,15,2,6
5570,3033,2024-06-15,text,19,7,11
5571,4506,2024-08-12,video,24,10,7
5572,9619,2024-01-14,image,19,3,8
5573,5790,2024-11-02,video,28,6,12
5574,2532,2025-03-22,video,20,8,17
5575,7472,2024-09-09,text,19,5,10
5576,4720,2024-07-07,text,18,6,8
5577,4864,2024-07-09,image,26,3,9
5578,4039,2024-07-10,image,24,5,11
5579,2453,2024-04-27,text,25,4,15
5580,2847,2024-03-16,text,23,5,12
5581,8065,2024-01-23,image,12,9,11
5582,6623,2023-07-05,video,19,6,7
5583,9973,2023-10-17,image,15,4,11
5584,8897,2023-12-26,image,18,4,7
5585,9534,2024-02-21,text,15,6,6
5586,3463,2025-07-03,video,19,3,11
5587,1160,2024-07-04,image,15,3,6
5588,4627,2025-02-15,image,19,4,15
5589,7057,2023-10-07,text,20,5,13
5590,3723,2024-02-09,video,20,7,7
5591,3561,2024-03-28,text,23,9,9
5592,6118,2023-10-01,image,19,3,7
5593,6590,2025-05-23,video,23,4,6
5594,9908,2023-12-02,video,22,5,5
5595,6850,2024-06-19,text,11,4,7
5596,2244,2024-02-01,image,18,3,7
5597,8178,2024-11-27,video,21,9,17
5598,1761,2025-05-17,video,23,3,12
5599,5443,2023-07-10,text,20,7,14
5600,9989,2025-03-01,image,22,7,7
5601,7680,2023-10-12,image,16,4,7
5602,2676,2024-08-20,image,26,4,11
5603,7125,2024-11-18,image,18,4,8
5604,5782,2025-03-03,video,20,1,14
5605,3237,2023-11-08,text,16,4,8
5606,5899,2024-05-24,image,21,0,3
5607,8236,2025-03-31,text,23,4,13
5608,8681,2024-04-06,image,20,3,21
5609,4277,2025-03-15,image,21,7,13
5610,4724,2025-03-27,image,19,4,11
5611,9149,2024-11-16,text,23,3,5
5612,5645,2025-02-23,video,26,5,16
5613,1116,2024-06-04,image,21,1,8
5614,1782,2024-03-26,image,19,7,8
5615,8843,2023-11-22,text,14,8,10
5616,1877,2024-09-19,text,18,1,10
5617,5364,2023-12-25,image,24,1,19
5618,8533,2025-06-13,image,17,6,8
5619,3376,2024-12-04,text,17,3,10
5620,2751,2024-04-22,text,21,7,8
5621,9547,2024-07-10,text,19,6,14
5622,3277,2024-04-11,text,26,5,11
5623,449,2024-05-01,video,18,3,9
5624,5538,2023-11-20,text,18,4,11
5625,4173,2024-06-21,text,16,3,7
5626,8990,2024-04-17,text,15,7,7
5627,3497,2025-02-15,video,13,4,9
5628,2183,2024-01-16,video,21,5,8
5629,3327,2024-03-25,video,24,7,9
5630,8838,2024-12-09,text,24,4,17
5631,720,2025-04-05,image,20,5,19
5632,1523,2024-01-21,image,20,5,9
5633,6757,2023-07-15,video,27,5,10
5634,6628,2024-01-03,video,23,4,9
5635,1070,2025-03-01,image,23,6,9
5636,5563,2024-02-26,video,26,10,11
5637,7750,2024-09-30,image,25,6,8
5638,4888,2024-11-08,text,26,4,9
5639,4675,2024-08-04,image,19,5,14
5640,2157,2025-02-11,text,27,3,9
5641,7945,2024-09-21,video,26,8,16
5642,4140,2024-01-12,text,21,5,9
5643,5630,2024-10-16,text,17,9,9
5644,7088,2024-06-17,text,20,8,6
5645,5079,2024-04-10,video,22,4,13
5646,6406,2024-10-28,image,19,4,8
5647,6872,2024-04-08,image,20,5,17
5648,633,2024-03-16,image,22,5,11
5649,2200,2024-01-04,video,20,4,9
5650,5354,2024-05-10,video,29,4,7
5651,2911,2024-11-26,image,25,4,11
5652,623,2024-02-21,image,21,3,13
5653,6074,2024-11-04,video,26,3,8
5654,361,2025-07-03,image,17,3,7
5655,6366,2023-11-13,image,18,4,15
5656,8402,2023-11-22,video,25,8,9
5657,9123,2024-12-18,video,17,6,13
5658,3944,2023-08-12,video,25,5,11
5659,4870,2025-04-29,image,16,7,15
5660,8129,2024-09-26,video,16,5,12
5661,878,2024-01-24,video,20,7,7
5662,4796,2024-06-09,text,28,3,7
5663,7792,2023-07-31,video,16,7,18
5664,2524,2024-03-18,image,17,3,15
5665,6271,2024-01-20,video,20,7,7
5666,8584,2025-05-22,video,19,3,10
5667,6624,2024-01-22,video,16,6,12
5668,5089,2024-07-23,video,19,4,10
5669,7565,2025-05-07,image,17,3,7
5670,7067,2024-05-08,image,21,2,10
5671,6546,2024-04-08,video,19,6,15
5672,2322,2024-07-30,text,15,6,8
5673,8150,2025-05-15,image,17,3,9
5674,8126,2025-01-05,image,25,3,17
5675,8331,2024-12-28,text,28,6,10
5676,8295,2023-12-08,video,19,9,13
5677,5334,2024-10-21,image,21,4,12
5678,8676,2024-11-29,image,20,5,14
5679,7859,2025-02-19,image,20,5,8
5680,4320,2025-01-04,image,25,5,11
5681,5390,2025-04-28,text,18,8,17
5682,1849,2023-07-13,video,19,10,10
5683,3206,2023-08-26,text,28,10,7
5684,2162,2024-09-13,text,20,3,15
5685,1465,2025-01-20,video,20,6,13
5686,644,2024-11-24,image,24,5,13
5687,5352,2024-07-02,video,21,5,12
5688,4554,2024-04-29,text,24,6,10
5689,6519,2025-02-24,image,23,8,7
5690,5724,2024-12-22,text,20,5,10
5691,7947,2025-05-13,text,15,4,15
5692,611,2024-10-18,video,18,5,10
5693,4303,2023-11-09,video,22,8,13
5694,1544,2025-04-13,video,23,6,5
5695,1467,2024-06-15,video,17,4,9
5696,9109,2023-08-22,image,16,9,12
5697,6237,2024-02-01,image,23,5,11
5698,1182,2025-05-01,image,9,7,5
5699,2147,2024-01-07,image,20,6,10
5700,2273,2024-08-05,image,16,6,9
5701,9044,2024-08-27,text,17,5,13
5702,4537,2024-03-18,video,26,7,12
5703,720,2025-06-06,image,25,7,8
5704,4681,2025-01-16,video,23,8,10
5705,3473,2023-10-26,image,23,5,9
5706,3643,2025-05-07,image,28,5,12
5707,64,2025-05-11,text,22,5,8
5708,560,2024-08-11,image,20,6,15
5709,7447,2024-06-19,image,31,4,13
5710,1734,2023-08-22,image,21,4,12
